0,0,0,0,0,0,0,0,1,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81675
0,0,0,0,0,0,0,0,1,0.15,-0.3,0.9215,0,0,0,1,0,0.42,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89956
0,0,0,0,0,0,0,1,0,0,0.35,0.9215,0,0,0,1,0,0.42,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56934
0,0,0,0,0,0,1,0,0,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38439
0,1,0,0,0,0,0,0,0,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10186
0,1,0,0,0,0,0,0,0,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14718
0,1,0,0,0,0,0,0,2,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0467
0,1,0,0,0,0,0,2,0,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6712
0,2,0,0,0,0,0,0,1,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91861
0,2,0,0,0,0,0,3,1,0,0.35,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48795
0,2,0,0,0,0,1,0,0,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92232
0,2,0,0,0,0,1,0,3,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8219
1,0,0,0,0,0,0,0,0,0.15,-0.3,0.0865,0,0,0,1,0,0.42,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74642
1,0,0,0,0,0,0,0,0,0.15,-0.3,0.0865,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42446
1,0,0,0,0,0,0,0,2,0.15,-0.3,0.0865,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24121
1,3,0,0,0,0,0,0,2,0.15,-0.3,0.0865,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3431
1,3,0,0,0,0,0,4,2,0.15,-0.3,0.0865,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9124
2,0,0,0,0,0,0,0,1,0.15,-0.3,0.9215,0,0,0,1,0,0.42,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64598
2,0,0,0,0,0,1,0,0,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80885
2,0,0,0,0,0,1,0,3,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6256
2,4,0,0,0,0,1,0,3,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7275
2,4,0,0,0,0,1,5,3,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2968
3,1,0,0,0,0,0,0,2,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.0865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7932
4,2,0,0,0,0,1,0,3,0.15,-0.3,0.9215,0,0,0,1,0.4,0.25,0.9215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5683
